geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0030539	male genitalia development	http://amigo.geneontology.org/amigo/term/GO:0030539	22	2	0.0765630625225009	26.122257053291534	0.0026293032109032666	0.030256178919627737	5156;7490	WT1;PDGFRA
GO:0045943	positive regulation of transcription by RNA polymerase I	http://amigo.geneontology.org/amigo/term/GO:0045943	22	2	0.0765630625225009	26.122257053291534	0.0026293032109032666	0.030256178919627737	6597;6598	SMARCA4;SMARCB1
GO:0050821	protein stabilization	http://amigo.geneontology.org/amigo/term/GO:0050821	166	4	0.577703108124325	6.923971749065226	0.0026507713322152515	0.030447657597357698	5728;7248;7428;11200	PTEN;TSC1;VHL;CHEK2
GO:0050768	negative regulation of neurogenesis	http://amigo.geneontology.org/amigo/term/GO:0050768	278	5	0.9674786991479659	5.168072438600843	0.002774910446141088	0.03181560958793764	657;4763;5728;7248;23405	BMPR1A;DICER1;NF1;PTEN;TSC1
GO:0010717	regulation of epithelial to mesenchymal transition	http://amigo.geneontology.org/amigo/term/GO:0010717	81	3	0.28189127565102606	10.642401021711366	0.002815486297379044	0.03199001187616622	4089;5728;54949	PTEN;SDHAF2;SMAD4
GO:0034644	cellular response to UV	http://amigo.geneontology.org/amigo/term/GO:0034644	81	3	0.28189127565102606	10.642401021711366	0.002815486297379044	0.03199001187616622	5424;6794;7157	POLD1;STK11;TP53
GO:0021766	hippocampus development	http://amigo.geneontology.org/amigo/term/GO:0021766	81	3	0.28189127565102606	10.642401021711366	0.002815486297379044	0.03199001187616622	4771;5728;7248	NF2;PTEN;TSC1
GO:0000726	non-recombinational repair	http://amigo.geneontology.org/amigo/term/GO:0000726	81	3	0.28189127565102606	10.642401021711366	0.002815486297379044	0.03199001187616622	472;672;4292	ATM;BRCA1;MLH1
GO:0034502	protein localization to chromosome	http://amigo.geneontology.org/amigo/term/GO:0034502	81	3	0.28189127565102606	10.642401021711366	0.002815486297379044	0.03199001187616622	675;4436;5925	BRCA2;MSH2;RB1
GO:2001235	positive regulation of apoptotic signaling pathway	http://amigo.geneontology.org/amigo/term/GO:2001235	169	4	0.5881435257410297	6.801061007957559	0.002827632456150475	0.0320126575735815	4763;5728;5979;7157	NF1;PTEN;RET;TP53
GO:0021543	pallium development	http://amigo.geneontology.org/amigo/term/GO:0021543	169	4	0.5881435257410297	6.801061007957559	0.002827632456150475	0.0320126575735815	4763;4771;5728;7248	NF1;NF2;PTEN;TSC1
GO:0072012	glomerulus vasculature development	http://amigo.geneontology.org/amigo/term/GO:0072012	23	2	0.08004320172806913	24.986506746626684	0.002873292088406809	0.03224017777489918	5156;7490	WT1;PDGFRA
GO:0044030	regulation of DNA methylation	http://amigo.geneontology.org/amigo/term/GO:0044030	23	2	0.08004320172806913	24.986506746626684	0.002873292088406809	0.03224017777489918	672;7490	BRCA1;WT1
GO:0072215	regulation of metanephros development	http://amigo.geneontology.org/amigo/term/GO:0072215	23	2	0.08004320172806913	24.986506746626684	0.002873292088406809	0.03224017777489918	5979;7490	RET;WT1
GO:0051570	regulation of histone H3-K9 methylation	http://amigo.geneontology.org/amigo/term/GO:0051570	23	2	0.08004320172806913	24.986506746626684	0.002873292088406809	0.03224017777489918	672;6598	BRCA1;SMARCB1
GO:0071157	negative regulation of cell cycle arrest	http://amigo.geneontology.org/amigo/term/GO:0071157	23	2	0.08004320172806913	24.986506746626684	0.002873292088406809	0.03224017777489918	1019;11200	CDK4;CHEK2
GO:0008625	extrinsic apoptotic signaling pathway via death domain receptors	http://amigo.geneontology.org/amigo/term/GO:0008625	82	3	0.2853714148565943	10.512615643397812	0.0029152380121375554	0.032652736953000756	672;4763;5728	BRCA1;NF1;PTEN
GO:0140014	mitotic nuclear division	http://amigo.geneontology.org/amigo/term/GO:0140014	282	5	0.9813992559702388	5.094766446563952	0.0029506975229955934	0.032991309539025196	324;472;1027;5925;11200	APC;ATM;CDKN1B;RB1;CHEK2
GO:0002285	lymphocyte activation involved in immune response	http://amigo.geneontology.org/amigo/term/GO:0002285	172	4	0.5985839433577343	6.68243785084202	0.003012430012844902	0.033555754428630034	2956;4292;4436;7248	MLH1;MSH2;MSH6;TSC1
GO:0060419	heart growth	http://amigo.geneontology.org/amigo/term/GO:0060419	83	3	0.2888515540621625	10.38595762359784	0.003017144427693186	0.033555754428630034	657;5728;7490	BMPR1A;PTEN;WT1
GO:0060840	artery development	http://amigo.geneontology.org/amigo/term/GO:0060840	83	3	0.2888515540621625	10.38595762359784	0.003017144427693186	0.033555754428630034	657;4763;51684	BMPR1A;NF1;SUFU
GO:1903035	negative regulation of response to wounding	http://amigo.geneontology.org/amigo/term/GO:1903035	84	3	0.29233169326773073	10.262315270935959	0.0031212207177904183	0.03447919145016647	1027;5156;5728	CDKN1B;PTEN;PDGFRA
GO:0003171	atrioventricular valve development	http://amigo.geneontology.org/amigo/term/GO:0003171	24	2	0.08352334093363735	23.945402298850574	0.0031275130842840504	0.03447919145016647	657;4089	BMPR1A;SMAD4
GO:0021904	dorsal/ventral neural tube patterning	http://amigo.geneontology.org/amigo/term/GO:0021904	24	2	0.08352334093363735	23.945402298850574	0.0031275130842840504	0.03447919145016647	5727;51684	PTCH1;SUFU
GO:0007141	male meiosis I	http://amigo.geneontology.org/amigo/term/GO:0007141	24	2	0.08352334093363735	23.945402298850574	0.0031275130842840504	0.03447919145016647	675;5889	BRCA2;RAD51C
GO:0006297	nucleotide-excision repair, DNA gap filling	http://amigo.geneontology.org/amigo/term/GO:0006297	24	2	0.08352334093363735	23.945402298850574	0.0031275130842840504	0.03447919145016647	5424;5426	POLD1;POLE
GO:0006479	protein methylation	http://amigo.geneontology.org/amigo/term/GO:0006479	174	4	0.6055442217688708	6.605628220372572	0.0031401231652403716	0.03449759003485328	672;4089;4221;6598	BRCA1;MEN1;SMAD4;SMARCB1
GO:0008213	protein alkylation	http://amigo.geneontology.org/amigo/term/GO:0008213	174	4	0.6055442217688708	6.605628220372572	0.0031401231652403716	0.03449759003485328	672;4089;4221;6598	BRCA1;MEN1;SMAD4;SMARCB1
GO:0070507	regulation of microtubule cytoskeleton organization	http://amigo.geneontology.org/amigo/term/GO:0070507	175	4	0.609024360974439	6.567881773399014	0.003205337323427093	0.035091765905436195	324;672;1027;4233	APC;BRCA1;CDKN1B;MET
GO:0051170	import into nucleus	http://amigo.geneontology.org/amigo/term/GO:0051170	175	4	0.609024360974439	6.567881773399014	0.003205337323427093	0.035091765905436195	999;4763;7249;51684	CDH1;NF1;SUFU;TSC2
GO:0090305	nucleic acid phosphodiester bond hydrolysis	http://amigo.geneontology.org/amigo/term/GO:0090305	288	5	1.0022800912036482	4.988625478927203	0.0032293308116650987	0.03529317174759118	4913;5395;5424;5426;23405	DICER1;NTHL1;PMS2;POLD1;POLE
GO:0008361	regulation of cell size	http://amigo.geneontology.org/amigo/term/GO:0008361	176	4	0.6125045001800072	6.5305642633228835	0.0032714716686127465	0.03563022511618649	1019;5728;5979;7248	CDK4;PTEN;RET;TSC1
GO:0010821	regulation of mitochondrion organization	http://amigo.geneontology.org/amigo/term/GO:0010821	176	4	0.6125045001800072	6.5305642633228835	0.0032714716686127465	0.03563022511618649	7157;7249;8314;201163	BAP1;FLCN;TP53;TSC2
GO:2000106	regulation of leukocyte apoptotic process	http://amigo.geneontology.org/amigo/term/GO:2000106	86	3	0.2992919716788672	10.02365677626303	0.003335942482083354	0.036269747055202806	1029;5728;7157	CDKN2A;PTEN;TP53
GO:0043414	macromolecule methylation	http://amigo.geneontology.org/amigo/term/GO:0043414	291	5	1.0127205088203528	4.9371963502784695	0.003375562291987544	0.0365628835454468	672;4089;4221;6598;7490	BRCA1;MEN1;SMAD4;SMARCB1;WT1
GO:0061437	renal system vasculature development	http://amigo.geneontology.org/amigo/term/GO:0061437	25	2	0.08700348013920557	22.98758620689655	0.0033918945249106214	0.0365628835454468	5156;7490	WT1;PDGFRA
GO:0061440	kidney vasculature development	http://amigo.geneontology.org/amigo/term/GO:0061440	25	2	0.08700348013920557	22.98758620689655	0.0033918945249106214	0.0365628835454468	5156;7490	WT1;PDGFRA
GO:0031116	positive regulation of microtubule polymerization	http://amigo.geneontology.org/amigo/term/GO:0031116	25	2	0.08700348013920557	22.98758620689655	0.0033918945249106214	0.0365628835454468	1027;4233	CDKN1B;MET
GO:0015012	heparan sulfate proteoglycan biosynthetic process	http://amigo.geneontology.org/amigo/term/GO:0015012	25	2	0.08700348013920557	22.98758620689655	0.0033918945249106214	0.0365628835454468	2131;2132	EXT1;EXT2
GO:0007088	regulation of mitotic nuclear division	http://amigo.geneontology.org/amigo/term/GO:0007088	178	4	0.6194647785911437	6.4571871367686935	0.0034065261995471774	0.03665794234529778	324;472;1027;5925	APC;ATM;CDKN1B;RB1
GO:0042475	odontogenesis of dentin-containing tooth	http://amigo.geneontology.org/amigo/term/GO:0042475	87	3	0.3027721108844354	9.908442330558858	0.0034466171742042473	0.03696321071519045	657;4771;5156	BMPR1A;NF2;PDGFRA
GO:0045132	meiotic chromosome segregation	http://amigo.geneontology.org/amigo/term/GO:0045132	87	3	0.3027721108844354	9.908442330558858	0.0034466171742042473	0.03696321071519045	4292;5889;83990	BRIP1;MLH1;RAD51C
GO:0046620	regulation of organ growth	http://amigo.geneontology.org/amigo/term/GO:0046620	88	3	0.3062522500900036	9.795846394984325	0.003559520179988729	0.0380446343305236	657;5728;7490	BMPR1A;PTEN;WT1
GO:0009953	dorsal/ventral pattern formation	http://amigo.geneontology.org/amigo/term/GO:0009953	88	3	0.3062522500900036	9.795846394984325	0.003559520179988729	0.0380446343305236	657;5727;51684	BMPR1A;PTCH1;SUFU
GO:0055003	cardiac myofibril assembly	http://amigo.geneontology.org/amigo/term/GO:0055003	26	2	0.0904836193447738	22.103448275862068	0.0036663650966406447	0.03855647417628921	4089;5156	SMAD4;PDGFRA
GO:0060037	pharyngeal system development	http://amigo.geneontology.org/amigo/term/GO:0060037	26	2	0.0904836193447738	22.103448275862068	0.0036663650966406447	0.03855647417628921	657;5727	BMPR1A;PTCH1
GO:0003272	endocardial cushion formation	http://amigo.geneontology.org/amigo/term/GO:0003272	26	2	0.0904836193447738	22.103448275862068	0.0036663650966406447	0.03855647417628921	657;4089	BMPR1A;SMAD4
GO:0048169	regulation of long-term neuronal synaptic plasticity	http://amigo.geneontology.org/amigo/term/GO:0048169	26	2	0.0904836193447738	22.103448275862068	0.0036663650966406447	0.03855647417628921	3815;4763	KIT;NF1
GO:0022011	myelination in peripheral nervous system	http://amigo.geneontology.org/amigo/term/GO:0022011	26	2	0.0904836193447738	22.103448275862068	0.0036663650966406447	0.03855647417628921	4763;23405	DICER1;NF1
GO:0032292	peripheral nervous system axon ensheathment	http://amigo.geneontology.org/amigo/term/GO:0032292	26	2	0.0904836193447738	22.103448275862068	0.0036663650966406447	0.03855647417628921	4763;23405	DICER1;NF1
GO:0010719	negative regulation of epithelial to mesenchymal transition	http://amigo.geneontology.org/amigo/term/GO:0010719	26	2	0.0904836193447738	22.103448275862068	0.0036663650966406447	0.03855647417628921	5728;54949	PTEN;SDHAF2
GO:0051569	regulation of histone H3-K4 methylation	http://amigo.geneontology.org/amigo/term/GO:0051569	26	2	0.0904836193447738	22.103448275862068	0.0036663650966406447	0.03855647417628921	672;4089	BRCA1;SMAD4
GO:0071168	protein localization to chromatin	http://amigo.geneontology.org/amigo/term/GO:0071168	26	2	0.0904836193447738	22.103448275862068	0.0036663650966406447	0.03855647417628921	4436;5925	MSH2;RB1
GO:0014033	neural crest cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0014033	89	3	0.30973238929557184	9.685780705153041	0.0036746655534332096	0.03855647417628921	657;4089;5979	BMPR1A;RET;SMAD4
GO:0060021	roof of mouth development	http://amigo.geneontology.org/amigo/term/GO:0060021	89	3	0.30973238929557184	9.685780705153041	0.0036746655534332096	0.03855647417628921	657;4089;5156	BMPR1A;SMAD4;PDGFRA
GO:0061138	morphogenesis of a branching epithelium	http://amigo.geneontology.org/amigo/term/GO:0061138	182	4	0.6333853354134166	6.315270935960591	0.003687954450773301	0.03863162918035953	4089;4233;5727;7490	MET;PTCH1;SMAD4;WT1
GO:0030278	regulation of ossification	http://amigo.geneontology.org/amigo/term/GO:0030278	183	4	0.6368654746189848	6.280761258714905	0.003760706067136077	0.03932837887124395	657;4221;5727;51684	BMPR1A;MEN1;PTCH1;SUFU
GO:0031099	regeneration	http://amigo.geneontology.org/amigo/term/GO:0031099	184	4	0.640345613824553	6.246626686656671	0.0038344278963122758	0.04003295085123379	1019;1027;5727;5728	CDK4;CDKN1B;PTCH1;PTEN
GO:0000819	sister chromatid segregation	http://amigo.geneontology.org/amigo/term/GO:0000819	185	4	0.6438257530301212	6.212861136999067	0.003909126095984261	0.040705318716076175	324;472;5889;5925	APC;ATM;RAD51C;RB1
GO:0032231	regulation of actin filament bundle assembly	http://amigo.geneontology.org/amigo/term/GO:0032231	91	3	0.3166926677067083	9.472906403940886	0.003911738525522068	0.040705318716076175	4233;4771;7248	MET;NF2;TSC1
GO:0043984	histone H4-K16 acetylation	http://amigo.geneontology.org/amigo/term/GO:0043984	27	2	0.09396375855034202	21.284802043422733	0.003950853844238766	0.0409098265053689	672;6598	BRCA1;SMARCB1
GO:0043921	modulation by host of viral transcription	http://amigo.geneontology.org/amigo/term/GO:0043921	27	2	0.09396375855034202	21.284802043422733	0.003950853844238766	0.0409098265053689	6597;6598	SMARCA4;SMARCB1
GO:0052472	modulation by host of symbiont transcription	http://amigo.geneontology.org/amigo/term/GO:0052472	27	2	0.09396375855034202	21.284802043422733	0.003950853844238766	0.0409098265053689	6597;6598	SMARCA4;SMARCB1
GO:0007265	Ras protein signal transduction	http://amigo.geneontology.org/amigo/term/GO:0007265	437	6	1.5208208328333133	3.9452379073621087	0.0040185372215642	0.04154245199866204	1029;4233;4763;5925;7157;201163	CDKN2A;FLCN;MET;NF1;RB1;TP53
GO:0030038	contractile actin filament bundle assembly	http://amigo.geneontology.org/amigo/term/GO:0030038	92	3	0.3201728069122765	9.369940029985006	0.0040336931431964596	0.04156285777940666	4233;4771;7248	MET;NF2;TSC1
GO:0043149	stress fiber assembly	http://amigo.geneontology.org/amigo/term/GO:0043149	92	3	0.3201728069122765	9.369940029985006	0.0040336931431964596	0.04156285777940666	4233;4771;7248	MET;NF2;TSC1
GO:0072080	nephron tubule development	http://amigo.geneontology.org/amigo/term/GO:0072080	93	3	0.32365294611784473	9.269187986651835	0.004157944169771777	0.04277323969752173	4089;5727;7490	PTCH1;SMAD4;WT1
GO:0003148	outflow tract septum morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0003148	28	2	0.09744389775591024	20.52463054187192	0.0042452901693190714	0.04331844629081887	657;4089	BMPR1A;SMAD4
GO:2000108	positive regulation of leukocyte apoptotic process	http://amigo.geneontology.org/amigo/term/GO:2000108	28	2	0.09744389775591024	20.52463054187192	0.0042452901693190714	0.04331844629081887	1029;7157	CDKN2A;TP53
GO:0010661	positive regulation of muscle cell apoptotic process	http://amigo.geneontology.org/amigo/term/GO:0010661	28	2	0.09744389775591024	20.52463054187192	0.0042452901693190714	0.04331844629081887	1029;5728	CDKN2A;PTEN
GO:0010971	positive regulation of G2/M transition of mitotic cell cycle	http://amigo.geneontology.org/amigo/term/GO:0010971	28	2	0.09744389775591024	20.52463054187192	0.0042452901693190714	0.04331844629081887	1019;5889	CDK4;RAD51C
GO:0052312	modulation of transcription in other organism involved in symbiotic interaction	http://amigo.geneontology.org/amigo/term/GO:0052312	28	2	0.09744389775591024	20.52463054187192	0.0042452901693190714	0.04331844629081887	6597;6598	SMARCA4;SMARCB1
GO:0002824	positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	http://amigo.geneontology.org/amigo/term/GO:0002824	94	3	0.32713308532341295	9.1705796038151135	0.004284504579824544	0.04350738467048885	2956;4292;4436	MLH1;MSH2;MSH6
GO:0097327	response to antineoplastic agent	http://amigo.geneontology.org/amigo/term/GO:0097327	94	3	0.32713308532341295	9.1705796038151135	0.004284504579824544	0.04350738467048885	672;999;1019	BRCA1;CDH1;CDK4
GO:0002702	positive regulation of production of molecular mediator of immune response	http://amigo.geneontology.org/amigo/term/GO:0002702	94	3	0.32713308532341295	9.1705796038151135	0.004284504579824544	0.04350738467048885	2956;4292;4436	MLH1;MSH2;MSH6
GO:0061326	renal tubule development	http://amigo.geneontology.org/amigo/term/GO:0061326	95	3	0.3306132245289812	9.074047186932848	0.004413387136787739	0.04460067193042224	4089;5727;7490	PTCH1;SMAD4;WT1
GO:0060993	kidney morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0060993	95	3	0.3306132245289812	9.074047186932848	0.004413387136787739	0.04460067193042224	4089;5727;7490	PTCH1;SMAD4;WT1
GO:0000018	regulation of DNA recombination	http://amigo.geneontology.org/amigo/term/GO:0000018	95	3	0.3306132245289812	9.074047186932848	0.004413387136787739	0.04460067193042224	2956;4292;4436	MLH1;MSH2;MSH6
GO:0014044	Schwann cell development	http://amigo.geneontology.org/amigo/term/GO:0014044	29	2	0.10092403696147846	19.816884661117715	0.004549603828790216	0.04568439768208775	4763;23405	DICER1;NF1
GO:0033032	regulation of myeloid cell apoptotic process	http://amigo.geneontology.org/amigo/term/GO:0033032	29	2	0.10092403696147846	19.816884661117715	0.004549603828790216	0.04568439768208775	1029;5728	CDKN2A;PTEN
GO:0031112	positive regulation of microtubule polymerization or depolymerization	http://amigo.geneontology.org/amigo/term/GO:0031112	29	2	0.10092403696147846	19.816884661117715	0.004549603828790216	0.04568439768208775	1027;4233	CDKN1B;MET
GO:0055026	negative regulation of cardiac muscle tissue development	http://amigo.geneontology.org/amigo/term/GO:0055026	29	2	0.10092403696147846	19.816884661117715	0.004549603828790216	0.04568439768208775	4089;5728	PTEN;SMAD4
GO:0007409	axonogenesis	http://amigo.geneontology.org/amigo/term/GO:0007409	449	6	1.562582503300132	3.8397972505951925	0.004583265050679852	0.04594923594528958	2131;4089;5727;5728;5979;6794	EXT1;PTCH1;PTEN;RET;SMAD4;STK11
GO:0001763	morphogenesis of a branching structure	http://amigo.geneontology.org/amigo/term/GO:0001763	196	4	0.6821072842913717	5.8641801548205486	0.004796985138379006	0.04801553695653653	4089;4233;5727;7490	MET;PTCH1;SMAD4;WT1
GO:0021782	glial cell development	http://amigo.geneontology.org/amigo/term/GO:0021782	98	3	0.34105364214568584	8.796270232230823	0.0048140921889903154	0.04811040466525029	4763;5728;23405	DICER1;NF1;PTEN
GO:1903829	positive regulation of cellular protein localization	http://amigo.geneontology.org/amigo/term/GO:1903829	317	5	1.1032041281651266	4.532252801044273	0.00484998372811507	0.048300235321927794	324;999;6794;7157;8314	APC;BAP1;CDH1;STK11;TP53
GO:0009303	rRNA transcription	http://amigo.geneontology.org/amigo/term/GO:0009303	30	2	0.10440417616704668	19.15632183908046	0.004863724933305447	0.048300235321927794	6597;6598	SMARCA4;SMARCB1
GO:0070306	lens fiber cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0070306	30	2	0.10440417616704668	19.15632183908046	0.004863724933305447	0.048300235321927794	1027;4771	CDKN1B;NF2
GO:0007143	female meiotic nuclear division	http://amigo.geneontology.org/amigo/term/GO:0007143	30	2	0.10440417616704668	19.15632183908046	0.004863724933305447	0.048300235321927794	4292;5889	MLH1;RAD51C
GO:0002821	positive regulation of adaptive immune response	http://amigo.geneontology.org/amigo/term/GO:0002821	99	3	0.34453378135125406	8.707419017763845	0.004952386799434105	0.049103382322690986	2956;4292;4436	MLH1;MSH2;MSH6
GO:0032956	regulation of actin cytoskeleton organization	http://amigo.geneontology.org/amigo/term/GO:0032956	320	5	1.1136445457818314	4.489762931034482	0.005045472364497705	0.04994780020490192	4089;4233;4771;5156;7248	MET;NF2;SMAD4;TSC1;PDGFRA
